QueryNumber Q0 Docno Rank Score TeamName Path
2009011 0 18157184 90 4.289697686356859 DYHA \article[1]
2009011 0 66554 91 4.283555523689866 DYHA \article[1]
2009011 0 490201 92 4.272443090569977 DYHA \article[1]
2009011 0 1402262 93 4.269332410551669 DYHA \article[1]
2009011 0 413249 94 4.256154678382627 DYHA \article[1]
2009011 0 8706125 95 4.251315608429061 DYHA \article[1]
2009011 0 10057294 96 4.231992239816752 DYHA \article[1]
2009011 0 58353 97 4.230203805403923 DYHA \article[1]
2009011 0 3902499 98 4.221722024495762 DYHA \article[1]
2009011 0 172190 99 4.2179317238197775 DYHA \article[1]
2009011 0 1990194 100 4.214343293930498 DYHA \article[1]
2009011 0 14926 101 4.208800679248765 DYHA \article[1]
2009011 0 627 102 4.192943838535126 DYHA \article[1]
2009011 0 610543 103 4.184856630081471 DYHA \article[1]
2009011 0 18621997 104 4.165836356192502 DYHA \article[1]
2009011 0 668958 105 4.143592615700398 DYHA \article[1]
2009011 0 425379 106 4.1418142795772015 DYHA \article[1]
2009011 0 19064282 107 4.133450724454895 DYHA \article[1]
2009011 0 889160 108 4.132614601413312 DYHA \article[1]
2009011 0 188543 109 4.131930387771229 DYHA \article[1]
2009011 0 190450 110 4.113085427858788 DYHA \article[1]
2009011 0 22489 111 4.1123965268880465 DYHA \article[1]
2009011 0 3735620 112 4.110898988964404 DYHA \article[1]
2009011 0 3733044 113 4.110890097382241 DYHA \article[1]
2009011 0 16292587 114 4.088580554848368 DYHA \article[1]
2009011 0 74555 115 4.088580554848367 DYHA \article[1]
2009011 0 2094823 116 4.079189305196996 DYHA \article[1]
2009011 0 46183 117 4.079189305196995 DYHA \article[1]
2009011 0 19391 118 4.076606272782443 DYHA \article[1]
2009011 0 1195910 119 4.076606272782443 DYHA \article[1]
2009011 0 11529495 120 4.0752243493733795 DYHA \article[1]
2009011 0 12486 121 4.073304778731302 DYHA \article[1]
2009011 0 378430 122 4.0701669517101795 DYHA \article[1]
2009011 0 3750314 123 4.054339588059478 DYHA \article[1]
2009011 0 9296254 124 4.047416910533274 DYHA \article[1]
2009011 0 746513 125 4.02005576345968 DYHA \article[1]
2009011 0 792915 126 4.016175414850732 DYHA \article[1]
2009011 0 667154 127 4.012945223244275 DYHA \article[1]
2009011 0 362892 128 4.012077993916684 DYHA \article[1]
2009011 0 98581 129 4.006396463261353 DYHA \article[1]
2009011 0 2870773 130 4.005525751363686 DYHA \article[1]
2009011 0 885371 131 4.0010599531552415 DYHA \article[1]
2009011 0 999306 132 3.9783621221742655 DYHA \article[1]
2009011 0 731740 133 3.9779510160429363 DYHA \article[1]
2009011 0 156754 134 3.974634231449006 DYHA \article[1]
2009011 0 216361 135 3.9666708973510127 DYHA \article[1]
2009011 0 958383 136 3.9666708973510127 DYHA \article[1]
2009011 0 797776 137 3.965160946774986 DYHA \article[1]
2009011 0 3338112 138 3.9611260726305133 DYHA \article[1]
2009011 0 82420 139 3.9534265661148646 DYHA \article[1]
2009011 0 350245 140 3.9428657641573155 DYHA \article[1]
2009011 0 1147329 141 3.9381400711731738 DYHA \article[1]
2009011 0 2539 142 3.9333311519172085 DYHA \article[1]
2009011 0 14914719 143 3.9284464985432175 DYHA \article[1]
2009011 0 5193078 144 3.920645024649682 DYHA \article[1]
2009011 0 295711 145 3.9187523286977255 DYHA \article[1]
2009011 0 2649947 146 3.9038983986790354 DYHA \article[1]
2009011 0 1263116 147 3.903150003029798 DYHA \article[1]
2009011 0 4162589 148 3.8980926053665974 DYHA \article[1]
2009011 0 1051404 149 3.894293024377548 DYHA \article[1]
2009011 0 1795705 150 3.894293024377548 DYHA \article[1]
2009011 0 5106673 151 3.891913842871145 DYHA \article[1]
2009011 0 7304558 152 3.8848919289666957 DYHA \article[1]
2009011 0 266412 153 3.871895989220454 DYHA \article[1]
2009011 0 5226890 154 3.871875198274751 DYHA \article[1]
2009011 0 19287665 155 3.871875198274751 DYHA \article[1]
2009011 0 18842002 156 3.870394822117909 DYHA \article[1]
2009011 0 4945989 157 3.8616134502902524 DYHA \article[1]
2009011 0 8767449 158 3.849245672203337 DYHA \article[1]
2009011 0 25604 159 3.8441010685071495 DYHA \article[1]
2009011 0 15585811 160 3.843472385510537 DYHA \article[1]
2009011 0 9995880 161 3.8409081582688818 DYHA \article[1]
2009011 0 676718 162 3.839656073959648 DYHA \article[1]
2009011 0 4255209 163 3.8393697097981487 DYHA \article[1]
2009011 0 63394 164 3.8306319748393807 DYHA \article[1]
2009011 0 31359 165 3.826660581546152 DYHA \article[1]
2009011 0 1339188 166 3.8187467047503465 DYHA \article[1]
2009011 0 17747491 167 3.8139101148369168 DYHA \article[1]
2009011 0 16616081 168 3.812405021532877 DYHA \article[1]
2009011 0 13503544 169 3.8046354529190056 DYHA \article[1]
2009011 0 14647 170 3.802683759461086 DYHA \article[1]
2009011 0 1123978 171 3.802683759461086 DYHA \article[1]
2009011 0 5864788 172 3.7762522348903813 DYHA \article[1]
2009011 0 383367 173 3.7759130620961874 DYHA \article[1]
2009011 0 4422313 174 3.7741943537093987 DYHA \article[1]
2009011 0 806075 175 3.7716409653137255 DYHA \article[1]
2009011 0 287466 176 3.770110072223389 DYHA \article[1]
2009011 0 423511 177 3.770110072223389 DYHA \article[1]
2009011 0 10733441 178 3.770110072223389 DYHA \article[1]
2009011 0 11146241 179 3.764628086462303 DYHA \article[1]
2009011 0 1946321 180 3.7627477262076106 DYHA \article[1]
2009011 0 47088 181 3.74611245919262 DYHA \article[1]
2009011 0 222839 182 3.745456085509609 DYHA \article[1]
2009011 0 265753 183 3.7383658279171055 DYHA \article[1]
2009011 0 2480627 184 3.735850711208121 DYHA \article[1]
2009011 0 7664801 185 3.735850711208121 DYHA \article[1]
2009011 0 18711150 186 3.7302353926096896 DYHA \article[1]
2009011 0 613389 187 3.7262686911526215 DYHA \article[1]
2009011 0 4240517 188 3.724637995183609 DYHA \article[1]
2009011 0 2249452 189 3.7070768541787644 DYHA \article[1]
2009011 0 5876234 190 3.700897842464021 DYHA \article[1]
2009011 0 4869092 191 3.6993180555360494 DYHA \article[1]
2009011 0 2377066 192 3.6930450412833817 DYHA \article[1]
2009011 0 8062334 193 3.692611513291066 DYHA \article[1]
2009011 0 7576321 194 3.6882220693787175 DYHA \article[1]
2009011 0 1461753 195 3.6830845002629937 DYHA \article[1]
2009011 0 12436 196 3.676921020378955 DYHA \article[1]
2009011 0 162796 197 3.673981774871657 DYHA \article[1]
2009011 0 7016320 198 3.6729364876376875 DYHA \article[1]
2009011 0 191936 199 3.6674431777401093 DYHA \article[1]
2009011 0 1148043 200 3.665011286705389 DYHA \article[1]
2009011 0 1546514 201 3.665011286705389 DYHA \article[1]
2009011 0 18933277 202 3.653935018921616 DYHA \article[1]
2009011 0 891295 203 3.6531542625601405 DYHA \article[1]
2009011 0 4860610 204 3.6492556171010975 DYHA \article[1]
2009011 0 6176410 205 3.6417699664515637 DYHA \article[1]
2009011 0 398356 206 3.636518289839901 DYHA \article[1]
2009011 0 4038273 207 3.6349147450326464 DYHA \article[1]
2009011 0 1183870 208 3.6295396027892126 DYHA \article[1]
2009011 0 7388 209 3.628327489653484 DYHA \article[1]
2009011 0 2260939 210 3.6265492735516442 DYHA \article[1]
2009011 0 25617 211 3.6259153357766913 DYHA \article[1]
2009011 0 281028 212 3.6156391523471907 DYHA \article[1]
2009011 0 1055458 213 3.6156391523471907 DYHA \article[1]
2009011 0 216189 214 3.615400122722327 DYHA \article[1]
2009011 0 11973663 215 3.6140385744735153 DYHA \article[1]
2009011 0 14094649 216 3.6113222040901167 DYHA \article[1]
2009011 0 58499 217 3.600686876715138 DYHA \article[1]
2009011 0 233369 218 3.5973788438739933 DYHA \article[1]
2009011 0 2509774 219 3.595799056946021 DYHA \article[1]
2009011 0 1224764 220 3.5953006688727767 DYHA \article[1]
2009011 0 10588986 221 3.590016497858215 DYHA \article[1]
2009011 0 167539 222 3.589382680104619 DYHA \article[1]
2009011 0 153316 223 3.572557736692196 DYHA \article[1]
2009011 0 546810 224 3.572557736692196 DYHA \article[1]
2009011 0 12862518 225 3.571776980330721 DYHA \article[1]
2009011 0 18069 226 3.5647903144709785 DYHA \article[1]
2009011 0 474943 227 3.564704935511557 DYHA \article[1]
2009011 0 2514828 228 3.5558112528018926 DYHA \article[1]
2009011 0 10972943 229 3.5541441335540083 DYHA \article[1]
2009011 0 1034458 230 3.54775490371542 DYHA \article[1]
2009011 0 2053043 231 3.54775490371542 DYHA \article[1]
2009011 0 54114 232 3.5311404276461325 DYHA \article[1]
2009011 0 10377597 233 3.5305546100853498 DYHA \article[1]
2009011 0 5089921 234 3.529515386187926 DYHA \article[1]
2009011 0 472231 235 3.523440921130484 DYHA \article[1]
2009011 0 3809395 236 3.5107651480451807 DYHA \article[1]
2009011 0 378922 237 3.508386642993333 DYHA \article[1]
2009011 0 10975 238 3.4986141482238278 DYHA \article[1]
2009011 0 14205946 239 3.493498042422346 DYHA \article[1]
2009011 0 767584 240 3.492280058355993 DYHA \article[1]
2009011 0 16862451 241 3.4908034991488495 DYHA \article[1]
2009011 0 19565233 242 3.4860778061647073 DYHA \article[1]
2009011 0 16414959 243 3.485905019971831 DYHA \article[1]
2009011 0 402923 244 3.483327653282137 DYHA \article[1]
2009011 0 1624954 245 3.483327653282137 DYHA \article[1]
2009011 0 7421211 246 3.472562663107663 DYHA \article[1]
2009011 0 2871685 247 3.4716259095746844 DYHA \article[1]
2009011 0 288344 248 3.4589501364893813 DYHA \article[1]
2009011 0 61933 249 3.4532254458845353 DYHA \article[1]
2009011 0 10904740 250 3.4436678894135673 DYHA \article[1]
2009011 0 3161572 251 3.4436020873717967 DYHA \article[1]
2009011 0 17940 252 3.4420636389010637 DYHA \article[1]
2009011 0 5839 253 3.4389421964294256 DYHA \article[1]
2009011 0 16375131 254 3.438350410760134 DYHA \article[1]
2009011 0 384064 255 3.4373358322531242 DYHA \article[1]
2009011 0 3898289 256 3.437125364909989 DYHA \article[1]
2009011 0 9163545 257 3.437125364909989 DYHA \article[1]
2009011 0 9798488 258 3.4293878658157606 DYHA \article[1]
2009011 0 68676 259 3.427623582341263 DYHA \article[1]
2009011 0 880497 260 3.426154045030403 DYHA \article[1]
2009011 0 5003381 261 3.423067828596625 DYHA \article[1]
2009011 0 14539602 262 3.4192600272189564 DYHA \article[1]
2009011 0 11649369 263 3.417508554635612 DYHA \article[1]
2009011 0 11492908 264 3.4141154235227695 DYHA \article[1]
2009011 0 506443 265 3.414115423522769 DYHA \article[1]
2009011 0 18819 266 3.4109225132845014 DYHA \article[1]
2009011 0 13664920 267 3.4109225132845005 DYHA \article[1]
2009011 0 8804697 268 3.4093840648137683 DYHA \article[1]
2009011 0 429680 269 3.40561587347705 DYHA \article[1]
2009011 0 3820407 270 3.400222027993812 DYHA \article[1]
2009011 0 235526 271 3.3950951496338 DYHA \article[1]
2009011 0 538180 272 3.391655292245293 DYHA \article[1]
2009011 0 1581671 273 3.391655292245293 DYHA \article[1]
2009011 0 14507951 274 3.3888458932604153 DYHA \article[1]
2009011 0 1653275 275 3.380806234453831 DYHA \article[1]
2009011 0 3025613 276 3.379185555763139 DYHA \article[1]
2009011 0 4708593 277 3.3750236753660245 DYHA \article[1]
2009011 0 1633074 278 3.374625263598593 DYHA \article[1]
2009011 0 1427438 279 3.374389857612429 DYHA \article[1]
2009011 0 1697225 280 3.374389857612429 DYHA \article[1]
2009011 0 7378933 281 3.374389857612429 DYHA \article[1]
2009011 0 2795105 282 3.372851409141696 DYHA \article[1]
2009011 0 237248 283 3.3719064919737063 DYHA \article[1]
2009011 0 17300668 284 3.3710730730184992 DYHA \article[1]
2009011 0 15404684 285 3.361033652137441 DYHA \article[1]
2009011 0 717 286 3.3596605375246162 DYHA \article[1]
2009011 0 489377 287 3.3575649142000055 DYHA \article[1]
2009011 0 906475 288 3.3575649142000055 DYHA \article[1]
2009011 0 1910683 289 3.3528335554910047 DYHA \article[1]
2009011 0 10441625 290 3.3522161222868934 DYHA \article[1]
2009011 0 5659246 291 3.3496944085688294 DYHA \article[1]
2009011 0 1550129 292 3.3446868029780283 DYHA \article[1]
2009011 0 997455 293 3.343298943250898 DYHA \article[1]
2009011 0 16204789 294 3.3401488908235395 DYHA \article[1]
2009011 0 7845228 295 3.338544640311036 DYHA \article[1]
2009011 0 66432 296 3.33548829417592 DYHA \article[1]
2009011 0 1684551 297 3.3314341000956325 DYHA \article[1]
2009011 0 3602652 298 3.3314341000956325 DYHA \article[1]
2009011 0 6939989 299 3.3314341000956325 DYHA \article[1]
2009011 0 2288001 300 3.32488534011271 DYHA \article[1]
2009011 0 10153951 301 3.32488534011271 DYHA \article[1]
2009011 0 344498 302 3.316126814208239 DYHA \article[1]
2009011 0 633515 303 3.3093947614397345 DYHA \article[1]
2009011 0 5810563 304 3.298894681225289 DYHA \article[1]
2009011 0 6383703 305 3.297887296680745 DYHA \article[1]
2009011 0 14528159 306 3.2879099270849403 DYHA \article[1]
2009011 0 2052597 307 3.2851597742023695 DYHA \article[1]
2009011 0 16998124 308 3.285079947520149 DYHA \article[1]
2009011 0 346865 309 3.2836213257316373 DYHA \article[1]
2009011 0 437978 310 3.2836213257316373 DYHA \article[1]
2009011 0 2348583 311 3.2836213257316373 DYHA \article[1]
2009011 0 3179641 312 3.2836213257316373 DYHA \article[1]
2009011 0 6336280 313 3.2836213257316373 DYHA \article[1]
2009011 0 772990 314 3.273131991540718 DYHA \article[1]
2009011 0 1017564 315 3.2709455526463342 DYHA \article[1]
2009011 0 61950 316 3.2693324105516686 DYHA \article[1]
2009011 0 6728937 317 3.2693324105516686 DYHA \article[1]
2009011 0 53916 318 3.2683348307899465 DYHA \article[1]
2009011 0 14604320 319 3.2683348307899465 DYHA \article[1]
2009011 0 5980 320 3.26056740856873 DYHA \article[1]
2009011 0 11152621 321 3.2590662414661846 DYHA \article[1]
2009011 0 798022 322 3.25642859990607 DYHA \article[1]
2009011 0 2847217 323 3.254545107298455 DYHA \article[1]
2009011 0 22321 324 3.246935375394574 DYHA \article[1]
2009011 0 136117 325 3.246935375394574 DYHA \article[1]
2009011 0 387814 326 3.246935375394574 DYHA \article[1]
2009011 0 5075508 327 3.246935375394574 DYHA \article[1]
2009011 0 4818722 328 3.246258210765861 DYHA \article[1]
2009011 0 8802108 329 3.246258210765861 DYHA \article[1]
2009011 0 3548013 330 3.246154619033099 DYHA \article[1]
2009011 0 14524659 331 3.246154619033099 DYHA \article[1]
2009011 0 543799 332 3.2454342082920298 DYHA \article[1]
2009011 0 10843 333 3.2453103339363683 DYHA \article[1]
2009011 0 1093656 334 3.245151151049358 DYHA \article[1]
2009011 0 2311636 335 3.2366528364643727 DYHA \article[1]
2009011 0 2643998 336 3.2357429977114966 DYHA \article[1]
2009011 0 10338164 337 3.2295246144213685 DYHA \article[1]
2009011 0 19296 338 3.2286750669213773 DYHA \article[1]
2009011 0 57176 339 3.2286750669213773 DYHA \article[1]
2009011 0 12143913 340 3.2286750669213773 DYHA \article[1]
2009011 0 5355 341 3.2270708164088733 DYHA \article[1]
2009011 0 6154033 342 3.2270708164088733 DYHA \article[1]
2009011 0 129623 343 3.223949373937235 DYHA \article[1]
2009011 0 2220157 344 3.223949373937235 DYHA \article[1]
2009011 0 990229 345 3.2223639212844044 DYHA \article[1]
2009011 0 4381419 346 3.222343009760934 DYHA \article[1]
2009011 0 5808493 347 3.200604635472917 DYHA \article[1]
2009011 0 1401268 348 3.200120180792301 DYHA \article[1]
2009011 0 20391 349 3.199122601030579 DYHA \article[1]
2009011 0 31837 350 3.199122601030579 DYHA \article[1]
2009011 0 178951 351 3.199122601030579 DYHA \article[1]
2009011 0 5146334 352 3.199122601030579 DYHA \article[1]
2009011 0 418151 353 3.1991226010305787 DYHA \article[1]
2009011 0 3311564 354 3.1991226010305787 DYHA \article[1]
2009011 0 4644002 355 3.1991226010305787 DYHA \article[1]
2009011 0 11191458 356 3.1991226010305787 DYHA \article[1]
2009011 0 18621022 357 3.1950258616362586 DYHA \article[1]
2009011 0 294800 358 3.1943912423215783 DYHA \article[1]
2009011 0 5544998 359 3.1943912423215783 DYHA \article[1]
2009011 0 64704 360 3.176118895122703 DYHA \article[1]
2009011 0 2050151 361 3.1738530707682253 DYHA \article[1]
2009011 0 3485953 362 3.1721343623814358 DYHA \article[1]
2009011 0 17153836 363 3.1721343623814358 DYHA \article[1]
2009011 0 2996627 364 3.167055920021453 DYHA \article[1]
2009011 0 15342269 365 3.167055920021453 DYHA \article[1]
2009011 0 565602 366 3.165813411961641 DYHA \article[1]
2009011 0 16591942 367 3.165813411961641 DYHA \article[1]
2009011 0 17274967 368 3.165813411961641 DYHA \article[1]
2009011 0 7990133 369 3.160282658674209 DYHA \article[1]
2009011 0 4840621 370 3.159397035120239 DYHA \article[1]
2009011 0 15292 371 3.1593970351202385 DYHA \article[1]
2009011 0 1497313 372 3.1593970351202385 DYHA \article[1]
2009011 0 5578 373 3.157858586649506 DYHA \article[1]
2009011 0 11042 374 3.157858586649506 DYHA \article[1]
2009011 0 61162 375 3.157858586649506 DYHA \article[1]
2009011 0 1673384 376 3.1562041248819708 DYHA \article[1]
2009011 0 16839819 377 3.1562041248819708 DYHA \article[1]
2009011 0 55602 378 3.153132893665364 DYHA \article[1]
2009011 0 217709 379 3.15005774235735 DYHA \article[1]
2009011 0 18788142 380 3.145182813564203 DYHA \article[1]
2009011 0 1115791 381 3.1435607986717446 DYHA \article[1]
2009011 0 1221381 382 3.142572091707815 DYHA \article[1]
2009011 0 4072714 383 3.142572091707815 DYHA \article[1]
2009011 0 5425195 384 3.1417913353463405 DYHA \article[1]
2009011 0 1480422 385 3.139444983511318 DYHA \article[1]
2009011 0 1160191 386 3.137320415096153 DYHA \article[1]
2009011 0 1856356 387 3.133133837874345 DYHA \article[1]
2009011 0 16298262 388 3.133133837874345 DYHA \article[1]
2009011 0 275509 389 3.1273513988078956 DYHA \article[1]
2009011 0 2267876 390 3.1273513988078956 DYHA \article[1]
2009011 0 16835723 391 3.126717461032943 DYHA \article[1]
2009011 0 8020239 392 3.1251560683313495 DYHA \article[1]
2009011 0 157267 393 3.1204954716837294 DYHA \article[1]
2009011 0 11655845 394 3.1204954716837294 DYHA \article[1]
2009011 0 3842275 395 3.1164412776034425 DYHA \article[1]
2009011 0 4034249 396 3.1164412776034425 DYHA \article[1]
2009011 0 374583 397 3.115037121316707 DYHA \article[1]
2009011 0 1681035 398 3.115037121316707 DYHA \article[1]
2009011 0 6880 399 3.112469884310214 DYHA \article[1]
2009011 0 8720533 400 3.112469884310214 DYHA \article[1]
2009011 0 10013 401 3.1118186680292594 DYHA \article[1]
2009011 0 6480426 402 3.0997292223838 DYHA \article[1]
2009011 0 12140134 403 3.098180969130245 DYHA \article[1]
2009011 0 2582022 404 3.0966011822022725 DYHA \article[1]
2009011 0 3343853 405 3.0966011822022725 DYHA \article[1]
2009011 0 1841 406 3.0956265466714123 DYHA \article[1]
2009011 0 1210949 407 3.0946718247206 DYHA \article[1]
2009011 0 1674200 408 3.086991895122603 DYHA \article[1]
2009011 0 4591594 409 3.085408288238904 DYHA \article[1]
2009011 0 8678011 410 3.079057371691963 DYHA \article[1]
2009011 0 3263878 411 3.0733598619484477 DYHA \article[1]
2009011 0 12159919 412 3.0733598619484477 DYHA \article[1]
2009011 0 19142963 413 3.0733598619484477 DYHA \article[1]
2009011 0 107644 414 3.0725791055869727 DYHA \article[1]
2009011 0 338007 415 3.0701669517101795 DYHA \article[1]
2009011 0 3134763 416 3.0701669517101795 DYHA \article[1]
2009011 0 11595783 417 3.0701669517101795 DYHA \article[1]
2009011 0 16818407 418 3.0701669517101795 DYHA \article[1]
2009011 0 412123 419 3.068638308022269 DYHA \article[1]
2009011 0 4151069 420 3.0655070607678083 DYHA \article[1]
2009011 0 6209964 421 3.0598797821177985 DYHA \article[1]
2009011 0 8742025 422 3.058139169048528 DYHA \article[1]
2009011 0 8840098 423 3.058139169048528 DYHA \article[1]
2009011 0 27669 424 3.0559193749874503 DYHA \article[1]
2009011 0 351015 425 3.0559193749874503 DYHA \article[1]
2009011 0 16774295 426 3.0559193749874503 DYHA \article[1]
2009011 0 9397546 427 3.055183873156209 DYHA \article[1]
2009011 0 2409630 428 3.054339588059478 DYHA \article[1]
2009011 0 4339495 429 3.054339588059478 DYHA \article[1]
2009011 0 7916881 430 3.054339588059478 DYHA \article[1]
2009011 0 1208398 431 3.052718909368786 DYHA \article[1]
2009011 0 4810999 432 3.052718909368786 DYHA \article[1]
2009011 0 23639 433 3.0492464264888577 DYHA \article[1]
2009011 0 1845551 434 3.0487674963148077 DYHA \article[1]
2009011 0 1708847 435 3.048557028971672 DYHA \article[1]
2009011 0 8031907 436 3.0472663292122624 DYHA \article[1]
2009011 0 324632 437 3.0472290478440742 DYHA \article[1]
2009011 0 1208431 438 3.0359489291521515 DYHA \article[1]
2009011 0 6116763 439 3.0319425529023842 DYHA \article[1]
2009011 0 8453328 440 3.0319425529023842 DYHA \article[1]
2009011 0 237585 441 3.03044138579984 DYHA \article[1]
2009011 0 596649 442 3.03044138579984 DYHA \article[1]
2009011 0 1131230 443 3.030317511444178 DYHA \article[1]
2009011 0 4048905 444 3.030317511444178 DYHA \article[1]
2009011 0 4459163 445 3.030317511444178 DYHA \article[1]
2009011 0 12742305 446 3.0301512074742885 DYHA \article[1]
2009011 0 855199 447 3.025781494857468 DYHA \article[1]
2009011 0 10828729 448 3.025781494857468 DYHA \article[1]
2009011 0 6003061 449 3.0213472647801733 DYHA \article[1]
2009011 0 4903351 450 3.0183563337818207 DYHA \article[1]
2009011 0 16968073 451 3.0167218600024643 DYHA \article[1]
2009011 0 1410071 452 3.01522069289992 DYHA \article[1]
2009011 0 51812 453 3.013682244429187 DYHA \article[1]
2009011 0 3599644 454 3.013682244429187 DYHA \article[1]
2009011 0 10063963 455 3.013682244429187 DYHA \article[1]
2009011 0 384081 456 3.013616442387416 DYHA \article[1]
2009011 0 433892 457 3.0120779939166833 DYHA \article[1]
2009011 0 620730 458 3.0120779939166833 DYHA \article[1]
2009011 0 5641222 459 3.0120779939166833 DYHA \article[1]
2009011 0 4641720 460 3.009188768249585 DYHA \article[1]
2009011 0 483649 461 3.007371098792214 DYHA \article[1]
2009011 0 851904 462 3.007371098792214 DYHA \article[1]
2009011 0 1682026 463 3.0063964632613533 DYHA \article[1]
2009011 0 13802596 464 3.0039312414037074 DYHA \article[1]
2009011 0 6158071 465 3.0009547219508117 DYHA \article[1]
